TrialNumber,SubjectID,Scene,RefFilename,RefPath,LeftCondition,LeftFilename,LeftMetric,LeftLevel,LeftPath,RightCondition,RightFilename,RightMetric,RightLevel,RightPath
56,yaru,pink_room,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/pink_room/reference/video0.rgb,pink_room:restir_level1,pink_room/restir/level1/video0.rgb,restir,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/pink_room/restir/level1/video0.rgb,pink_room:motion_noise_level1,pink_room/motion_noise/level1/video0.rgb,motion_noise,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/pink_room/motion_noise/level1/video0.rgb
57,yaru,bistro_exterior,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_exterior/reference/video0.rgb,bistro_exterior:temporal-resolution-multiplexing_level0,bistro_exterior/temporal-resolution-multiplexing/level0/video0.rgb,temporal-resolution-multiplexing,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_exterior/temporal-resolution-multiplexing/level0/video0.rgb,bistro_exterior:motion_noise_level0,bistro_exterior/motion_noise/level0/video0.rgb,motion_noise,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_exterior/motion_noise/level0/video0.rgb
58,yaru,bistro_exterior,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_exterior/reference/video0.rgb,bistro_exterior:noise_colors_level2,bistro_exterior/noise_colors/level2/video0.rgb,noise_colors,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_exterior/noise_colors/level2/video0.rgb,bistro_exterior:temporal-resolution-multiplexing_level2,bistro_exterior/temporal-resolution-multiplexing/level2/video0.rgb,temporal-resolution-multiplexing,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_exterior/temporal-resolution-multiplexing/level2/video0.rgb
59,yaru,subway,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/subway/reference/video0.rgb,subway:temporal-resolution-multiplexing_level2,subway/temporal-resolution-multiplexing/level2/video0.rgb,temporal-resolution-multiplexing,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/subway/temporal-resolution-multiplexing/level2/video0.rgb,subway:dlss_rr_level2,subway/dlss_rr/level2/video0.rgb,dlss_rr,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/subway/dlss_rr/level2/video0.rgb
60,yaru,bistro_interior,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_interior/reference/video0.rgb,bistro_interior:restir_level0,bistro_interior/restir/level0/video0.rgb,restir,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_interior/restir/level0/video0.rgb,bistro_interior:motion_resolution_level1,bistro_interior/motion_resolution/level1/video0.rgb,motion_resolution,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_interior/motion_resolution/level1/video0.rgb
61,yaru,marbles,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/reference/video0.rgb,marbles:motion_noise_level0,marbles/motion_noise/level0/video0.rgb,motion_noise,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/motion_noise/level0/video0.rgb,marbles:stutter_level0,marbles/stutter/level0/video0.rgb,stutter,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/stutter/level0/video0.rgb
62,yaru,classroom,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/classroom/reference/video0.rgb,classroom:judder_level0,classroom/judder/level0/video0.rgb,judder,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/classroom/judder/level0/video0.rgb,classroom:dlss_rr_level0,classroom/dlss_rr/level0/video0.rgb,dlss_rr,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/classroom/dlss_rr/level0/video0.rgb
63,yaru,classroom,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/classroom/reference/video0.rgb,classroom:stutter_level0,classroom/stutter/level0/video0.rgb,stutter,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/classroom/stutter/level0/video0.rgb,classroom:motion_resolution_level0,classroom/motion_resolution/level0/video0.rgb,motion_resolution,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/classroom/motion_resolution/level0/video0.rgb
64,yaru,landscape,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/landscape/reference/video0.rgb,landscape:motion_resolution_level0,landscape/motion_resolution/level0/video0.rgb,motion_resolution,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/landscape/motion_resolution/level0/video0.rgb,landscape:restir_level0,landscape/restir/level0/video0.rgb,restir,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/landscape/restir/level0/video0.rgb
65,yaru,attic,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/attic/reference/video0.rgb,attic:noise_colors_level0,attic/noise_colors/level0/video0.rgb,noise_colors,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/attic/noise_colors/level0/video0.rgb,attic:noise_colors_level2,attic/noise_colors/level2/video0.rgb,noise_colors,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/attic/noise_colors/level2/video0.rgb
66,yaru,pink_room,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/pink_room/reference/video0.rgb,pink_room:noise_colors_level2,pink_room/noise_colors/level2/video0.rgb,noise_colors,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/pink_room/noise_colors/level2/video0.rgb,pink_room:stutter_level2,pink_room/stutter/level2/video0.rgb,stutter,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/pink_room/stutter/level2/video0.rgb
67,yaru,bistro_exterior,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_exterior/reference/video0.rgb,bistro_exterior:judder_level0,bistro_exterior/judder/level0/video0.rgb,judder,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_exterior/judder/level0/video0.rgb,bistro_exterior:judder_level1,bistro_exterior/judder/level1/video0.rgb,judder,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_exterior/judder/level1/video0.rgb
68,yaru,marbles,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/reference/video0.rgb,marbles:motion_resolution_level0,marbles/motion_resolution/level0/video0.rgb,motion_resolution,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/motion_resolution/level0/video0.rgb,marbles:duration_flicker_level2,marbles/duration_flicker/level2/video0.rgb,duration_flicker,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/duration_flicker/level2/video0.rgb
69,yaru,subway,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/subway/reference/video0.rgb,subway:dlss_rr_level1,subway/dlss_rr/level1/video0.rgb,dlss_rr,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/subway/dlss_rr/level1/video0.rgb,subway:judder_level0,subway/judder/level0/video0.rgb,judder,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/subway/judder/level0/video0.rgb
70,yaru,subway,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/subway/reference/video0.rgb,subway:duration_flicker_level1,subway/duration_flicker/level1/video0.rgb,duration_flicker,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/subway/duration_flicker/level1/video0.rgb,subway:motion_noise_level0,subway/motion_noise/level0/video0.rgb,motion_noise,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/subway/motion_noise/level0/video0.rgb
71,yaru,marbles,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/reference/video0.rgb,marbles:motion_resolution_level0,marbles/motion_resolution/level0/video0.rgb,motion_resolution,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/motion_resolution/level0/video0.rgb,marbles:duration_flicker_level1,marbles/duration_flicker/level1/video0.rgb,duration_flicker,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/duration_flicker/level1/video0.rgb
72,yaru,pink_room,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/pink_room/reference/video0.rgb,pink_room:noise_colors_level2,pink_room/noise_colors/level2/video0.rgb,noise_colors,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/pink_room/noise_colors/level2/video0.rgb,pink_room:dlss_rr_level1,pink_room/dlss_rr/level1/video0.rgb,dlss_rr,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/pink_room/dlss_rr/level1/video0.rgb
73,yaru,bistro_exterior,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_exterior/reference/video0.rgb,bistro_exterior:dlss_rr_level1,bistro_exterior/dlss_rr/level1/video0.rgb,dlss_rr,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_exterior/dlss_rr/level1/video0.rgb,bistro_exterior:stutter_level1,bistro_exterior/stutter/level1/video0.rgb,stutter,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_exterior/stutter/level1/video0.rgb
74,yaru,pink_room,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/pink_room/reference/video0.rgb,pink_room:motion_resolution_level0,pink_room/motion_resolution/level0/video0.rgb,motion_resolution,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/pink_room/motion_resolution/level0/video0.rgb,pink_room:motion_noise_level0,pink_room/motion_noise/level0/video0.rgb,motion_noise,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/pink_room/motion_noise/level0/video0.rgb
75,yaru,pink_room,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/pink_room/reference/video0.rgb,pink_room:stutter_level2,pink_room/stutter/level2/video0.rgb,stutter,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/pink_room/stutter/level2/video0.rgb,pink_room:duration_flicker_level0,pink_room/duration_flicker/level0/video0.rgb,duration_flicker,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/pink_room/duration_flicker/level0/video0.rgb
76,yaru,landscape,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/landscape/reference/video0.rgb,landscape:judder_level2,landscape/judder/level2/video0.rgb,judder,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/landscape/judder/level2/video0.rgb,landscape:temporal-resolution-multiplexing_level2,landscape/temporal-resolution-multiplexing/level2/video0.rgb,temporal-resolution-multiplexing,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/landscape/temporal-resolution-multiplexing/level2/video0.rgb
77,yaru,pink_room,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/pink_room/reference/video0.rgb,pink_room:motion_resolution_level2,pink_room/motion_resolution/level2/video0.rgb,motion_resolution,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/pink_room/motion_resolution/level2/video0.rgb,pink_room:dlss_rr_level0,pink_room/dlss_rr/level0/video0.rgb,dlss_rr,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/pink_room/dlss_rr/level0/video0.rgb
78,yaru,marbles,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/reference/video0.rgb,marbles:stutter_level0,marbles/stutter/level0/video0.rgb,stutter,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/stutter/level0/video0.rgb,marbles:temporal-resolution-multiplexing_level0,marbles/temporal-resolution-multiplexing/level0/video0.rgb,temporal-resolution-multiplexing,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/temporal-resolution-multiplexing/level0/video0.rgb
79,yaru,pink_room,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/pink_room/reference/video0.rgb,pink_room:duration_flicker_level1,pink_room/duration_flicker/level1/video0.rgb,duration_flicker,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/pink_room/duration_flicker/level1/video0.rgb,pink_room:duration_flicker_level2,pink_room/duration_flicker/level2/video0.rgb,duration_flicker,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/pink_room/duration_flicker/level2/video0.rgb
80,yaru,zeroday,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/zeroday/reference/video0.rgb,zeroday:stutter_level1,zeroday/stutter/level1/video0.rgb,stutter,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/zeroday/stutter/level1/video0.rgb,zeroday:judder_level1,zeroday/judder/level1/video0.rgb,judder,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/zeroday/judder/level1/video0.rgb
81,yaru,bistro_exterior,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_exterior/reference/video0.rgb,bistro_exterior:duration_flicker_level2,bistro_exterior/duration_flicker/level2/video0.rgb,duration_flicker,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_exterior/duration_flicker/level2/video0.rgb,bistro_exterior:dlss_rr_level1,bistro_exterior/dlss_rr/level1/video0.rgb,dlss_rr,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_exterior/dlss_rr/level1/video0.rgb
82,yaru,pink_room,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/pink_room/reference/video0.rgb,pink_room:motion_resolution_level0,pink_room/motion_resolution/level0/video0.rgb,motion_resolution,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/pink_room/motion_resolution/level0/video0.rgb,pink_room:motion_noise_level1,pink_room/motion_noise/level1/video0.rgb,motion_noise,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/pink_room/motion_noise/level1/video0.rgb
83,yaru,subway,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/subway/reference/video0.rgb,subway:motion_noise_level1,subway/motion_noise/level1/video0.rgb,motion_noise,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/subway/motion_noise/level1/video0.rgb,subway:stutter_level2,subway/stutter/level2/video0.rgb,stutter,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/subway/stutter/level2/video0.rgb
84,yaru,attic,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/attic/reference/video0.rgb,attic:stutter_level2,attic/stutter/level2/video0.rgb,stutter,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/attic/stutter/level2/video0.rgb,attic:restir_level2,attic/restir/level2/video0.rgb,restir,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/attic/restir/level2/video0.rgb
85,yaru,classroom,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/classroom/reference/video0.rgb,classroom:restir_level1,classroom/restir/level1/video0.rgb,restir,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/classroom/restir/level1/video0.rgb,classroom:dlss_rr_level1,classroom/dlss_rr/level1/video0.rgb,dlss_rr,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/classroom/dlss_rr/level1/video0.rgb
86,yaru,bistro_exterior,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_exterior/reference/video0.rgb,bistro_exterior:restir_level1,bistro_exterior/restir/level1/video0.rgb,restir,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_exterior/restir/level1/video0.rgb,bistro_exterior:judder_level0,bistro_exterior/judder/level0/video0.rgb,judder,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_exterior/judder/level0/video0.rgb
87,yaru,bistro_interior,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_interior/reference/video0.rgb,bistro_interior:judder_level1,bistro_interior/judder/level1/video0.rgb,judder,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_interior/judder/level1/video0.rgb,bistro_interior:duration_flicker_level0,bistro_interior/duration_flicker/level0/video0.rgb,duration_flicker,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_interior/duration_flicker/level0/video0.rgb
88,yaru,zeroday,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/zeroday/reference/video0.rgb,zeroday:temporal-resolution-multiplexing_level2,zeroday/temporal-resolution-multiplexing/level2/video0.rgb,temporal-resolution-multiplexing,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/zeroday/temporal-resolution-multiplexing/level2/video0.rgb,zeroday:duration_flicker_level1,zeroday/duration_flicker/level1/video0.rgb,duration_flicker,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/zeroday/duration_flicker/level1/video0.rgb
89,yaru,bistro_exterior,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_exterior/reference/video0.rgb,bistro_exterior:noise_colors_level2,bistro_exterior/noise_colors/level2/video0.rgb,noise_colors,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_exterior/noise_colors/level2/video0.rgb,bistro_exterior:stutter_level2,bistro_exterior/stutter/level2/video0.rgb,stutter,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_exterior/stutter/level2/video0.rgb
90,yaru,landscape,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/landscape/reference/video0.rgb,landscape:motion_resolution_level0,landscape/motion_resolution/level0/video0.rgb,motion_resolution,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/landscape/motion_resolution/level0/video0.rgb,landscape:duration_flicker_level1,landscape/duration_flicker/level1/video0.rgb,duration_flicker,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/landscape/duration_flicker/level1/video0.rgb
91,yaru,classroom,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/classroom/reference/video0.rgb,classroom:duration_flicker_level1,classroom/duration_flicker/level1/video0.rgb,duration_flicker,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/classroom/duration_flicker/level1/video0.rgb,classroom:motion_resolution_level2,classroom/motion_resolution/level2/video0.rgb,motion_resolution,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/classroom/motion_resolution/level2/video0.rgb
92,yaru,bistro_exterior,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_exterior/reference/video0.rgb,bistro_exterior:motion_resolution_level0,bistro_exterior/motion_resolution/level0/video0.rgb,motion_resolution,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_exterior/motion_resolution/level0/video0.rgb,bistro_exterior:dlss_rr_level1,bistro_exterior/dlss_rr/level1/video0.rgb,dlss_rr,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_exterior/dlss_rr/level1/video0.rgb
93,yaru,bistro_exterior,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_exterior/reference/video0.rgb,bistro_exterior:judder_level0,bistro_exterior/judder/level0/video0.rgb,judder,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_exterior/judder/level0/video0.rgb,bistro_exterior:noise_colors_level1,bistro_exterior/noise_colors/level1/video0.rgb,noise_colors,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_exterior/noise_colors/level1/video0.rgb
94,yaru,bistro_interior,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_interior/reference/video0.rgb,bistro_interior:noise_colors_level0,bistro_interior/noise_colors/level0/video0.rgb,noise_colors,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_interior/noise_colors/level0/video0.rgb,bistro_interior:motion_noise_level0,bistro_interior/motion_noise/level0/video0.rgb,motion_noise,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_interior/motion_noise/level0/video0.rgb
95,yaru,marbles,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/reference/video0.rgb,marbles:restir_level0,marbles/restir/level0/video0.rgb,restir,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/restir/level0/video0.rgb,marbles:motion_noise_level1,marbles/motion_noise/level1/video0.rgb,motion_noise,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/motion_noise/level1/video0.rgb
96,yaru,pink_room,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/pink_room/reference/video0.rgb,pink_room:duration_flicker_level1,pink_room/duration_flicker/level1/video0.rgb,duration_flicker,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/pink_room/duration_flicker/level1/video0.rgb,pink_room:stutter_level2,pink_room/stutter/level2/video0.rgb,stutter,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/pink_room/stutter/level2/video0.rgb
97,yaru,attic,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/attic/reference/video0.rgb,attic:stutter_level0,attic/stutter/level0/video0.rgb,stutter,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/attic/stutter/level0/video0.rgb,attic:motion_resolution_level0,attic/motion_resolution/level0/video0.rgb,motion_resolution,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/attic/motion_resolution/level0/video0.rgb
98,yaru,zeroday,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/zeroday/reference/video0.rgb,zeroday:noise_colors_level2,zeroday/noise_colors/level2/video0.rgb,noise_colors,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/zeroday/noise_colors/level2/video0.rgb,zeroday:duration_flicker_level1,zeroday/duration_flicker/level1/video0.rgb,duration_flicker,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/zeroday/duration_flicker/level1/video0.rgb
99,yaru,subway,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/subway/reference/video0.rgb,subway:temporal-resolution-multiplexing_level0,subway/temporal-resolution-multiplexing/level0/video0.rgb,temporal-resolution-multiplexing,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/subway/temporal-resolution-multiplexing/level0/video0.rgb,subway:stutter_level1,subway/stutter/level1/video0.rgb,stutter,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/subway/stutter/level1/video0.rgb
100,yaru,landscape,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/landscape/reference/video0.rgb,landscape:duration_flicker_level0,landscape/duration_flicker/level0/video0.rgb,duration_flicker,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/landscape/duration_flicker/level0/video0.rgb,landscape:judder_level2,landscape/judder/level2/video0.rgb,judder,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/landscape/judder/level2/video0.rgb
101,yaru,zeroday,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/zeroday/reference/video0.rgb,zeroday:dlss_rr_level0,zeroday/dlss_rr/level0/video0.rgb,dlss_rr,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/zeroday/dlss_rr/level0/video0.rgb,zeroday:noise_colors_level2,zeroday/noise_colors/level2/video0.rgb,noise_colors,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/zeroday/noise_colors/level2/video0.rgb
102,yaru,zeroday,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/zeroday/reference/video0.rgb,zeroday:motion_noise_level2,zeroday/motion_noise/level2/video0.rgb,motion_noise,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/zeroday/motion_noise/level2/video0.rgb,zeroday:duration_flicker_level1,zeroday/duration_flicker/level1/video0.rgb,duration_flicker,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/zeroday/duration_flicker/level1/video0.rgb
103,yaru,subway,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/subway/reference/video0.rgb,subway:duration_flicker_level2,subway/duration_flicker/level2/video0.rgb,duration_flicker,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/subway/duration_flicker/level2/video0.rgb,subway:dlss_rr_level2,subway/dlss_rr/level2/video0.rgb,dlss_rr,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/subway/dlss_rr/level2/video0.rgb
104,yaru,bistro_interior,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_interior/reference/video0.rgb,bistro_interior:stutter_level2,bistro_interior/stutter/level2/video0.rgb,stutter,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_interior/stutter/level2/video0.rgb,bistro_interior:restir_level1,bistro_interior/restir/level1/video0.rgb,restir,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/bistro_interior/restir/level1/video0.rgb
105,yaru,classroom,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/classroom/reference/video0.rgb,classroom:judder_level2,classroom/judder/level2/video0.rgb,judder,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/classroom/judder/level2/video0.rgb,classroom:judder_level1,classroom/judder/level1/video0.rgb,judder,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/classroom/judder/level1/video0.rgb
106,yaru,marbles,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/reference/video0.rgb,marbles:judder_level2,marbles/judder/level2/video0.rgb,judder,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/judder/level2/video0.rgb,marbles:motion_noise_level1,marbles/motion_noise/level1/video0.rgb,motion_noise,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/motion_noise/level1/video0.rgb
107,yaru,subway,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/subway/reference/video0.rgb,subway:motion_noise_level0,subway/motion_noise/level0/video0.rgb,motion_noise,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/subway/motion_noise/level0/video0.rgb,subway:duration_flicker_level0,subway/duration_flicker/level0/video0.rgb,duration_flicker,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/subway/duration_flicker/level0/video0.rgb
108,yaru,landscape,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/landscape/reference/video0.rgb,landscape:temporal-resolution-multiplexing_level2,landscape/temporal-resolution-multiplexing/level2/video0.rgb,temporal-resolution-multiplexing,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/landscape/temporal-resolution-multiplexing/level2/video0.rgb,landscape:motion_resolution_level0,landscape/motion_resolution/level0/video0.rgb,motion_resolution,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/landscape/motion_resolution/level0/video0.rgb
109,yaru,attic,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/attic/reference/video0.rgb,attic:motion_noise_level1,attic/motion_noise/level1/video0.rgb,motion_noise,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/attic/motion_noise/level1/video0.rgb,attic:judder_level0,attic/judder/level0/video0.rgb,judder,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/attic/judder/level0/video0.rgb
110,yaru,marbles,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/reference/video0.rgb,marbles:stutter_level1,marbles/stutter/level1/video0.rgb,stutter,level1,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/stutter/level1/video0.rgb,marbles:restir_level0,marbles/restir/level0/video0.rgb,restir,level0,/mnt/wdblack2tb/all_sequences_new_lossless_raw/marbles/restir/level0/video0.rgb
111,yaru,classroom,video0.rgb,/mnt/wdblack2tb/all_sequences_new_lossless_raw/classroom/reference/video0.rgb,classroom:stutter_level2,classroom/stutter/level2/video0.rgb,stutter,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/classroom/stutter/level2/video0.rgb,classroom:restir_level2,classroom/restir/level2/video0.rgb,restir,level2,/mnt/wdblack2tb/all_sequences_new_lossless_raw/classroom/restir/level2/video0.rgb
